min,cdn,bitrate,p2p,device,isp,value,cnt
1590844140,6,500,0,adr,小运营商,5,27
1590844140,255,0,2,webh5,电信,9,368
1590844140,6,2000,0,ipad,电信,3,63
1590844140,8,500,0,pc_exe,移动,5,176
1590844140,6,4000,0,webh5,电信,0,35
1590844140,3,0,0,adr_tv,移动,27,1410
1590844140,5,500,0,adr,联通,23,1360
1590844140,3,500,1,webh5,海外,0,37
1590844140,8,2000,1,ios,未知,0,4
1590844140,8,8000,0,webh5,移动,0,33
1590844140,3,500,0,webh5,小运营商,0,10
1590844140,8,2000,0,web,联通,0,3
1590844140,6,2000,0,ios,海外,0,7
1590844140,8,4000,0,adr_tv,电信,58,521
1590844140,5,0,0,adr,移动,0,12
1590844140,5,500,1,ios,移动,8,240
1590844140,3,500,0,web,电信,3,53
1590844140,8,4000,1,adr,教育网,0,6
1590844140,6,4000,0,adr,移动,6,143
1590844140,5,2000,1,webh5,电信,0,54
1590844140,3,8000,0,webh5,电信,0,26
1590844140,6,500,1,adr,电信,71,1658
1590844140,6,8000,1,adr,阿里云,0,3
1590844140,5,2000,0,pc_exe,小运营商,0,12
1590844140,6,500,0,adr_tv,小运营商,0,12
1590844140,8,8000,1,adr,电信,10,532
1590844140,3,8000,0,pc_exe,联通,1,395
1590844140,5,2000,1,pc_exe,联通,0,12
1590844140,5,2000,1,ipad,联通,2,206
1590844140,6,0,1,ipad,电信,0,3
1590844140,5,8000,0,adr_tv,移动,0,22
1590844140,8,4000,1,webh5,联通,1,183
1590844140,3,8000,1,ios,联通,1,108
1590844140,3,2000,1,ios,教育网,0,8
1590844140,5,4000,0,pc_exe,移动,1,122
1590844140,5,0,1,ipad,海外,0,1
1590844140,3,8000,0,ipad,联通,0,6
1590844140,5,500,1,ios,小运营商,0,29
1590844140,8,4000,1,webh5,教育网,0,3
1590844140,6,0,0,adr_tv,联通,12,630
1590844140,5,0,0,webh5,电信,0,5
1590844140,6,4000,0,pc_exe,小运营商,0,21
1590844140,8,4000,1,pc_exe,海外,0,13
1590844140,6,2000,1,ios,电信,185,4310
1590844140,6,500,0,adr,海外,0,13
1590844140,3,2000,1,ipad,小运营商,0,98
1590844140,3,500,1,pc_exe,海外,1,6
1590844140,8,2000,1,pc_exe,电信,370,2433
1590844140,5,4000,0,ios,电信,0,4
1590844140,3,2000,0,adr,电信,28,366
1590844140,6,2000,0,pc_exe,海外,3,49
1590844140,8,500,1,ios,小运营商,0,60
1590844140,8,2000,1,ios,移动,75,2166
1590844140,8,500,1,webh5,电信,3,503
1590844140,6,4000,1,pc_exe,移动,9,276
1590844140,255,4294967,0,adr,电信,0,1
1590844140,8,8000,0,adr_tv,移动,3,43
1590844140,5,4000,1,webh5,联通,0,32
1590844140,3,500,1,ios,海外,6,68
1590844140,8,2000,1,ipad,联通,10,673
1590844140,8,500,1,adr,小运营商,2,77
1590844140,3,0,0,webh5,移动,1,15
1590844140,8,2000,1,adr,移动,246,8428
1590844140,6,4000,0,pc_exe,电信,5,412
1590844140,3,4000,1,ios,小运营商,0,40
1590844140,3,4000,1,webh5,电信,0,373
1590844140,3,8000,0,web,移动,0,56
1590844140,5,2000,1,webh5,小运营商,0,24
1590844140,6,2000,0,ipad,小运营商,0,12
1590844140,3,4000,1,adr,小运营商,3,107
1590844140,6,8000,1,pc_exe,联通,7,218
1590844140,8,4000,1,adr,海外,0,5
1590844140,8,4000,0,adr_tv,联通,24,225
1590844140,6,500,0,ipad,移动,0,16
1590844140,7,0,0,ipad,电信,0,1
1590844140,5,2000,1,adr,移动,80,3740
