min,cdn,bitrate,p2p,device,isp,value,cnt
1591424820,3,4000,1,ios,阿里云,1,8
1591424820,5,8000,1,ios,海外,0,2
1591424820,3,500,1,adr,电信,99,4178
1591424820,3,2000,0,ios,海外,3,9
1591424820,3,8000,1,ipad,教育网,0,3
1591424820,5,500,0,pc_exe,联通,0,9
1591424820,3,0,0,adr_tv,电信,22,759
1591424820,3,4000,0,adr,移动,5,353
1591424820,5,8000,0,adr_tv,电信,0,6
1591424820,255,0,1,adr,联通,0,5
1591424820,3,8000,1,ipad,电信,1,331
1591424820,3,0,1,ios,海外,0,10
1591424820,5,2000,1,ios,小运营商,9,115
1591424820,3,2000,1,adr_tv,电信,3,3
1591424820,3,2000,0,ipad,移动,0,13
1591424820,5,8000,1,ipad,移动,0,12
1591424820,5,4000,0,adr_tv,移动,0,32
1591424820,5,8000,0,adr_tv,联通,1,3
1591424820,255,0,1,adr,电信,0,8
1591424820,5,8000,1,webh5,小运营商,1,13
1591424820,5,4000,1,ios,小运营商,3,55
1591424820,3,8000,1,ipad,联通,1,179
1591424820,5,2000,0,ipad,联通,0,6
1591424820,3,0,0,adr_tv,联通,4,353
1591424820,3,4000,1,adr,小运营商,8,502
1591424820,5,500,0,pc_exe,电信,0,23
1591424820,5,2000,0,ios,移动,1,40
1591424820,5,4000,1,pc_exe,小运营商,0,25
1591424820,3,8000,1,ios,移动,10,366
1591424820,3,500,1,adr,联通,37,1960
1591424820,3,2000,0,adr_tv,小运营商,0,15
1591424820,5,4000,1,ipad,小运营商,1,5
1591424820,5,4000,0,adr,海外,0,3
1591424820,3,4000,1,webh5,小运营商,3,607
1591424820,5,0,1,ios,移动,13,88
1591424820,3,500,1,webh5,移动,4,477
1591424820,3,0,0,adr_tv,海外,3,4
1591424820,5,0,1,ipad,联通,0,2
1591424820,3,8000,1,pc_exe,小运营商,0,40
1591424820,5,2000,0,ipad,电信,0,1
1591424820,5,8000,1,webh5,联通,0,46
1591424820,3,2000,1,pc_exe,海外,1,31
1591424820,3,4000,1,pc_exe,电信,116,5782
1591424820,3,500,0,ipad,小运营商,0,9
1591424820,3,2000,0,ios,电信,2,89
1591424820,3,500,1,adr,海外,3,54
1591424820,3,2000,1,adr,教育网,1,41
1591424820,5,8000,1,ios,电信,12,163
1591424820,5,4000,0,ios,移动,4,8
1591424820,3,8000,0,web,移动,0,63
1591424820,3,2000,0,webh5,海外,0,2
1591424820,5,4000,0,webh5,移动,0,10
1591424820,3,8000,1,adr,海外,0,11
1591424820,3,2000,1,webh5,阿里云,0,3
1591424820,3,0,1,ios,电信,35,205
1591424820,255,4294967,0,adr,电信,0,2
1591424820,3,2000,0,webh5,联通,1,33
1591424820,3,500,1,ipad,电信,7,91
1591424820,3,4000,0,ios,联通,7,38
1591424820,5,500,1,webh5,电信,0,42
1591424820,3,2000,1,adr,小运营商,11,676
1591424820,5,500,1,webh5,联通,0,20
1591424820,5,4000,0,adr,电信,1,58
1591424820,5,4000,1,ios,教育网,0,1
1591424820,3,4000,1,pc_exe,联通,40,2457
1591424820,5,2000,0,pc_exe,移动,0,27
1591424820,3,0,0,adr,小运营商,0,10
1591424820,5,500,1,adr,移动,18,992
1591424820,3,500,1,pc_exe,未知,0,3
1591424820,3,8000,1,adr,联通,22,858
1591424820,5,2000,0,adr,联通,50,4472
1591424820,3,4000,0,webh5,电信,0,199
1591424820,3,8000,1,ipad,海外,0,7
1591424820,3,4000,1,webh5,教育网,0,51
1591424820,5,2000,0,adr_tv,移动,1,48
1591424820,3,8000,1,pc_exe,移动,15,465
1591424820,3,500,1,ipad,海外,0,15
1591424820,5,500,1,ios,联通,8,202
1591424820,255,0,2,webh5,移动,3,14
1591424820,3,500,0,adr,联通,9,236
1591424820,3,8000,0,pc_exe,移动,4,474
1591424820,3,0,0,adr,移动,4,101
1591424820,5,500,0,adr,移动,1,227
1591424820,3,4000,1,ipad,移动,3,69
1591424820,255,4000,1,ios,移动,1,4
1591424820,3,4000,0,adr_tv,电信,32,536
1591424820,5,0,0,adr_tv,小运营商,0,3
1591424820,3,2000,1,adr,移动,213,11231
1591424820,3,500,0,pc_exe,移动,0,65
1591424820,3,4000,0,pc_exe,联通,7,1331
1591424820,3,4000,1,ios,海外,6,167
1591424820,5,4000,1,adr,电信,33,2642
1591424820,5,500,1,adr,小运营商,6,56
1591424820,255,4000,0,ios,小运营商,0,1
1591424820,3,2000,0,adr_tv,海外,0,1
1591424820,3,500,1,gamelive,移动,0,2
1591424820,5,2000,1,pc_exe,移动,0,38
1591424820,5,0,0,adr,联通,2,100
1591424820,5,0,0,adr_tv,移动,2,49
1591424820,5,2000,1,adr,海外,1,43
1591424820,5,500,0,ios,电信,2,14
1591424820,5,4000,1,ios,移动,31,638
1591424820,3,4000,0,web,电信,1,67
1591424820,5,4000,1,ipad,联通,0,15
1591424820,5,2000,1,adr,联通,32,1712
1591424820,3,2000,1,webh5,电信,12,2615
1591424820,3,8000,0,ipad,电信,0,3
1591424820,3,8000,1,ios,小运营商,3,25
1591424820,5,0,1,ios,小运营商,2,7
1591424820,3,2000,0,web,联通,1,10
1591424820,5,2000,1,ipad,海外,3,27
1591424820,3,4000,0,adr,小运营商,0,26
1591424820,3,500,0,ipad,海外,0,3
1591424820,3,4000,1,webh5,电信,56,15994
