min,cdn,bitrate,p2p,device,isp,value,cnt
1591325280,5,4000,1,pc_exe,联通,6,27
1591325280,3,500,0,web,联通,0,30
1591325280,3,500,1,adr,电信,33,786
1591325280,3,500,0,webh5,电信,0,23
1591325280,5,6000,1,ios,电信,0,13
1591325280,5,2000,0,adr_tv,联通,5,18
1591325280,3,6000,0,adr_tv,移动,0,3
1591325280,3,4000,1,adr,海外,5,19
1591325280,3,4000,0,webh5,电信,9,94
1591325280,5,2000,1,ipad,移动,0,20
1591325280,5,4000,0,adr_tv,小运营商,2,9
1591325280,3,2000,0,adr_tv,小运营商,0,24
1591325280,3,500,0,ios,联通,0,9
1591325280,5,4000,0,ios,电信,0,3
1591325280,3,6000,0,webh5,电信,0,12
1591325280,5,4000,0,pc_exe,联通,2,22
1591325280,3,2000,1,pc_exe,海外,0,4
1591325280,3,6000,0,webh5,联通,0,5
1591325280,5,0,0,adr,联通,0,27
1591325280,5,4000,1,adr,联通,60,305
1591325280,5,6000,1,adr,移动,2,34
1591325280,5,2000,0,pc_exe,联通,0,12
1591325280,5,4000,0,adr,联通,0,12
1591325280,3,4000,0,web,小运营商,1,3
1591325280,5,2000,0,pc_exe,小运营商,0,1
1591325280,5,4000,0,adr_tv,电信,3,16
1591325280,7,2000,1,ios,移动,0,1
1591325280,5,4000,0,adr,电信,1,6
1591325280,3,0,1,ios,电信,5,17
1591325280,3,6000,1,ios,电信,3,38
1591325280,3,2000,1,webh5,海外,0,6
1591325280,5,0,0,ios,联通,0,3
1591325280,255,0,2,webh5,电信,0,5
1591325280,3,500,1,ipad,海外,0,3
1591325280,3,500,1,ipad,移动,0,20
1591325280,3,2000,0,adr,电信,5,59
1591325280,5,2000,1,adr,移动,9,514
1591325280,3,6000,0,pc_exe,联通,0,78
1591325280,5,2000,1,ipad,电信,0,18
1591325280,5,0,1,ipad,移动,0,1
1591325280,5,4000,1,pc_exe,移动,9,47
1591325280,5,500,0,adr_tv,电信,0,3
1591325280,5,4000,0,pc_exe,电信,0,44
1591325280,3,6000,0,pc_exe,移动,3,101
1591325280,5,500,1,adr,联通,2,74
1591325280,3,6000,1,ios,小运营商,0,10
1591325280,3,2000,1,ios,联通,6,336
1591325280,3,2000,1,webh5,电信,1,466
1591325280,3,500,1,webh5,海外,0,15
1591325280,5,500,1,webh5,联通,0,13
1591325280,5,0,1,ios,电信,1,12
1591325280,3,4000,0,adr,小运营商,1,6
1591325280,3,0,0,ipad,移动,0,1
1591325280,3,6000,1,pc_exe,小运营商,0,3
1591325280,3,2000,1,ios,电信,22,756
1591325280,3,6000,0,webh5,教育网,0,3
1591325280,3,500,0,ipad,电信,0,3
1591325280,5,500,1,adr,电信,9,146
1591325280,5,4000,1,ios,小运营商,3,11
1591325280,3,6000,1,adr,海外,0,6
1591325280,3,2000,1,ios,小运营商,1,26
1591325280,3,500,1,webh5,小运营商,0,19
1591325280,3,4000,1,adr,电信,462,2114
1591325280,3,2000,0,adr_tv,联通,8,146
1591325280,3,2000,1,pc_exe,电信,11,239
1591325280,5,4000,1,webh5,小运营商,0,2
1591325280,3,2000,0,webh5,移动,0,24
1591325280,5,500,0,ios,联通,4,115
1591325280,5,4000,1,adr,海外,1,3
1591325280,3,-1,0,adr_tv,移动,0,1
1591325280,3,2000,0,pc_exe,移动,0,62
1591325280,3,6000,0,adr_tv,电信,0,11
1591325280,3,2000,0,adr,联通,6,76
1591325280,5,6000,0,pc_exe,联通,1,26
1591325280,3,500,1,ios,联通,4,122
1591325280,3,2000,1,ios,海外,1,54
1591325280,5,2000,1,webh5,移动,0,5
1591325280,3,4000,0,adr_tv,电信,33,125
1591325280,3,4000,1,webh5,小运营商,5,93
1591325280,5,4000,0,pc_exe,移动,0,30
1591325280,3,4000,1,webh5,联通,24,649
1591325280,3,500,1,ios,海外,0,31
1591325280,3,4000,0,ios,联通,3,9
1591325280,3,6000,0,ios,移动,0,6
1591325280,7,500,1,adr,移动,0,1
1591325280,3,2000,0,ios,联通,3,36
