min,cdn,bitrate,p2p,device,isp,value,cnt
1591069620,3,2000,1,ios,电信,660,3627
1591069620,3,500,1,ipad,海外,3,7
1591069620,5,2000,1,adr,电信,791,1867
1591069620,4,2000,1,ios,移动,2,3
1591069620,3,8000,0,adr_tv,电信,0,42
1591069620,5,500,0,pc_exe,电信,4,9
1591069620,3,2000,0,adr_tv,电信,145,271
1591069620,5,8000,1,adr,小运营商,0,16
1591069620,3,500,1,ios,电信,333,947
1591069620,3,2000,1,adr,海外,53,114
1591069620,3,8000,1,ipad,移动,4,103
1591069620,3,4000,0,adr,小运营商,2,12
1591069620,5,0,1,ipad,电信,0,1
1591069620,5,0,0,adr_tv,电信,0,54
1591069620,3,500,1,ipad,小运营商,5,10
1591069620,5,0,1,ios,小运营商,1,10
1591069620,3,500,0,adr,联通,63,148
1591069620,5,500,1,webh5,移动,1,5
1591069620,5,2000,0,ios,移动,21,37
1591069620,3,2000,1,webh5,阿里云,0,2
1591069620,3,2000,0,adr_tv,小运营商,5,12
1591069620,5,4000,0,adr,移动,2,48
1591069620,5,4000,0,pc_exe,电信,0,131
1591069620,3,0,0,adr_tv,联通,0,260
1591069620,4,2000,0,ios,小运营商,0,1
1591069620,3,4000,1,adr,小运营商,7,387
1591069620,3,500,1,ios,海外,20,46
1591069620,3,8000,1,adr,移动,23,689
1591069620,3,4000,1,ipad,联通,0,29
1591069620,3,8000,1,pc_exe,电信,5,552
1591069620,255,4000,0,ios,联通,1,1
1591069620,3,8000,1,ios,小运营商,0,10
1591069620,5,4000,1,adr,小运营商,5,147
1591069620,3,2000,1,pc_exe,小运营商,23,47
1591069620,3,500,1,gamelive,移动,4,9
1591069620,3,4000,1,ipad,电信,9,104
1591069620,255,2000,1,ios,联通,1,1
1591069620,5,500,0,pc_exe,移动,0,7
1591069620,3,2000,1,webh5,海外,5,45
1591069620,5,500,1,webh5,电信,3,11
1591069620,5,500,1,gamelive,联通,1,3
1591069620,3,500,0,pc_exe,海外,0,3
1591069620,3,8000,0,pc_exe,电信,4,506
1591069620,3,500,0,adr,教育网,0,1
1591069620,5,500,0,webh5,联通,0,5
1591069620,5,2000,0,adr,小运营商,5,13
1591069620,3,8000,0,ios,电信,0,3
1591069620,3,2000,0,ipad,电信,9,17
1591069620,5,8000,1,pc_exe,海外,0,3
1591069620,5,500,1,ios,电信,62,268
1591069620,5,4000,0,webh5,联通,0,2
1591069620,255,2000,1,ios,电信,2,2
1591069620,3,2000,0,ios,小运营商,3,12
1591069620,5,2000,0,pc_exe,联通,12,35
1591069620,3,8000,1,ipad,电信,6,208
1591069620,5,8000,1,pc_exe,联通,0,87
1591069620,5,2000,0,ios,联通,771,1628
1591069620,3,4000,0,adr_tv,移动,23,256
1591069620,3,4000,1,ios,教育网,0,7
1591069620,3,8000,1,adr,联通,17,576
1591069620,3,500,1,pc_exe,移动,11,24
1591069620,5,500,1,ios,移动,160,433
1591069620,3,4000,0,pc_exe,未知,0,3
1591069620,3,4000,0,ios,电信,3,35
1591069620,255,0,1,adr,移动,0,3
1591069620,3,8000,1,ipad,联通,6,115
1591069620,3,0,1,ios,电信,6,87
1591069620,5,8000,1,pc_exe,移动,5,64
1591069620,5,500,1,ipad,海外,0,2
1591069620,3,8000,0,adr_tv,移动,0,18
1591069620,3,2000,1,webh5,电信,189,1755
1591069620,5,2000,1,adr,移动,694,1594
1591069620,3,4000,0,web,联通,3,35
1591069620,5,4000,1,ipad,联通,1,4
1591069620,3,4000,1,adr,联通,58,5110
1591069620,3,4000,0,webh5,小运营商,0,17
1591069620,3,2000,0,pc_exe,移动,25,75
1591069620,255,2000,1,ios,移动,1,4
1591069620,3,2000,1,adr,电信,3986,9083
1591069620,3,2000,0,adr_tv,联通,106,189
1591069620,5,2000,0,webh5,移动,1,2
1591069620,5,4000,0,adr_tv,移动,0,3
1591069620,5,2000,0,ipad,联通,5,8
1591069620,3,8000,0,ios,移动,0,8
1591069620,3,4000,1,ipad,移动,5,42
1591069620,5,8000,1,adr,联通,2,116
1591069620,3,4000,0,adr,电信,11,241
1591069620,5,500,1,ios,联通,34,162
1591069620,3,500,1,adr,移动,2115,4244
1591069620,3,2000,0,pc_exe,小运营商,3,14
1591069620,3,500,1,ipad,电信,27,54
1591069620,3,4000,1,webh5,教育网,0,63
1591069620,3,0,0,adr,联通,1,37
1591069620,3,4000,1,webh5,未知,0,3
1591069620,5,2000,1,ipad,移动,36,81
1591069620,255,4294967,0,adr,小运营商,1,2
1591069620,255,0,2,webh5,电信,0,17
1591069620,3,4000,0,pc_exe,小运营商,0,81
1591069620,3,4000,0,adr_tv,电信,12,376
1591069620,3,500,1,ios,小运营商,12,32
1591069620,5,500,1,pc_exe,联通,1,5
1591069620,5,2000,0,web,移动,0,1
1591069620,5,2000,1,webh5,教育网,0,1
1591069620,5,4000,1,ipad,电信,0,8
1591069620,5,0,0,adr_tv,小运营商,0,3
1591069620,3,4000,0,web,移动,0,28
1591069620,3,2000,0,pc_exe,教育网,2,3
1591069620,3,2000,1,adr,小运营商,210,478
1591069620,5,2000,1,ipad,电信,41,102
1591069620,3,4000,1,webh5,海外,0,155
1591069620,3,8000,0,pc_exe,联通,0,210
1591069620,3,500,0,adr_tv,电信,16,30
1591069620,3,500,1,pc_exe,电信,40,89
1591069620,3,8000,1,ios,海外,0,7
1591069620,5,8000,0,pc_exe,小运营商,0,7
1591069620,3,500,1,adr,电信,1602,3243
1591069620,5,2000,1,ipad,海外,6,18
1591069620,3,8000,0,web,联通,4,54
1591069620,3,8000,1,webh5,移动,0,285
1591069620,5,500,1,adr,小运营商,25,48
1591069620,3,2000,1,webh5,小运营商,10,112
1591069620,3,500,0,ios,联通,22,38
1591069620,255,0,1,ios,电信,0,1
1591069620,3,500,0,webh5,移动,2,12
1591069620,3,4000,0,pc_exe,联通,6,843
1591069620,5,2000,1,adr,教育网,1,4
1591069620,3,8000,0,pc_exe,移动,3,284
1591069620,3,4000,1,webh5,阿里云,0,6
1591069620,5,0,0,adr_tv,海外,0,3
1591069620,5,2000,1,webh5,移动,2,30
1591069620,5,500,0,pc_exe,联通,0,3
1591069620,3,500,0,ios,移动,12,36
1591069620,3,500,0,ios,小运营商,0,1
1591069620,3,8000,0,webh5,移动,0,13
1591069620,3,2000,1,webh5,未知,0,4
1591069620,3,4000,0,adr_tv,联通,14,191
1591069620,5,2000,1,webh5,联通,1,18
1591069620,5,4000,1,adr,移动,30,1967
1591069620,3,500,1,webh5,海外,4,32
1591069620,5,4000,1,webh5,小运营商,0,3
1591069620,5,4000,1,adr,海外,0,16
1591069620,3,0,0,adr,电信,1,57
1591069620,3,2000,0,webh5,联通,5,31
1591069620,3,2000,1,pc_exe,移动,147,272
1591069620,5,0,0,adr,移动,2,9
1591069620,3,4000,0,ios,联通,0,7
1591069620,255,0,1,adr,联通,0,3
1591069620,5,2000,0,ios,小运营商,2,8
1591069620,5,8000,1,ipad,电信,1,16
1591069620,3,2000,0,pc_exe,联通,35,95
1591069620,4,0,1,adr,联通,1,1
1591069620,5,4000,1,ios,联通,17,483
1591069620,3,500,0,webh5,小运营商,1,3
1591069620,5,500,0,ios,电信,7,17
1591069620,5,8000,0,webh5,移动,0,6
