min,cdn,bitrate,p2p,device,isp,value,cnt
1590816780,15,500,1,ios,小运营商,1,25
1590816780,3,500,0,ipad,电信,0,12
1590816780,8,500,1,ipad,联通,0,16
1590816780,5,8000,1,pc_exe,联通,0,45
1590816780,7,4000,0,webh5,教育网,0,14
1590816780,7,4000,1,ios,海外,29,296
1590816780,8,2000,0,webh5,教育网,0,6
1590816780,8,500,1,adr,移动,30,1869
1590816780,7,2000,1,webh5,阿里云,0,12
1590816780,8,4000,0,pc_exe,小运营商,1,87
1590816780,7,500,0,webh5,电信,0,111
1590816780,3,2000,1,ios,小运营商,9,353
1590816780,3,8000,0,pc_exe,海外,1,49
1590816780,6,8000,1,ipad,移动,9,691
1590816780,6,0,0,adr_tv,海外,1,4
1590816780,6,500,0,gamelive,移动,0,3
1590816780,4,2000,1,ios,电信,1,8
1590816780,3,500,1,adr,电信,80,2675
1590816780,3,2000,0,pc_exe,联通,4,124
1590816780,13,2000,0,adr_tv,移动,0,6
1590816780,15,500,1,ipad,电信,0,27
1590816780,8,4000,1,adr,移动,71,4678
1590816780,6,8000,1,adr,小运营商,4,117
1590816780,7,2000,0,adr,电信,42,869
1590816780,8,4000,1,webh5,阿里云,0,3
1590816780,3,2000,0,ios,海外,0,18
1590816780,7,500,1,ios,海外,19,144
1590816780,7,2000,1,adr,移动,411,21791
1590816780,3,4000,1,ios,电信,193,5700
1590816780,7,500,1,ipad,电信,6,116
1590816780,15,2000,1,adr,联通,21,459
1590816780,8,2000,1,ios,海外,5,178
1590816780,8,500,0,adr,电信,5,94
1590816780,8,500,0,adr_tv,小运营商,0,3
1590816780,3,4000,1,webh5,电信,9,10752
1590816780,7,2000,0,pc_exe,教育网,0,9
1590816780,3,2000,0,adr,移动,23,583
1590816780,8,4000,0,pc_exe,教育网,0,5
1590816780,7,4000,0,adr_tv,联通,17,415
1590816780,6,4000,1,pc_exe,小运营商,5,117
1590816780,6,500,0,pc_exe,海外,0,22
1590816780,7,0,0,adr,移动,1,215
1590816780,13,2000,0,pc_exe,电信,0,43
1590816780,5,8000,1,adr,联通,17,832
1590816780,3,500,1,webh5,教育网,0,3
1590816780,8,2000,0,adr_tv,联通,4,110
1590816780,5,2000,1,adr,阿里云,0,3
1590816780,7,0,0,adr,联通,10,162
1590816780,5,8000,1,adr,移动,41,1301
1590816780,6,500,1,gamelive,电信,0,6
1590816780,8,2000,0,webh5,电信,5,451
1590816780,5,8000,0,webh5,电信,0,20
1590816780,7,8000,1,pc_exe,海外,1,2
1590816780,7,4000,0,adr_tv,未知,0,3
1590816780,3,8000,1,ios,教育网,0,3
1590816780,7,8000,0,pc_exe,电信,24,2991
1590816780,7,4000,0,webh5,电信,1,743
1590816780,7,4000,1,ipad,电信,6,654
1590816780,8,8000,0,adr_tv,移动,0,6
1590816780,15,500,0,adr,小运营商,0,3
1590816780,13,8000,1,pc_exe,联通,0,24
1590816780,8,2000,1,ipad,电信,8,1001
1590816780,6,2000,1,adr,未知,0,3
1590816780,8,4000,1,ipad,联通,1,75
1590816780,7,500,0,webh5,教育网,0,2
1590816780,13,4000,0,web,移动,0,9
1590816780,5,500,0,pc_exe,电信,0,3
1590816780,5,4000,1,pc_exe,海外,0,3
1590816780,3,500,0,adr,电信,10,296
1590816780,7,8000,1,webh5,教育网,0,15
1590816780,3,2500,1,ipad,电信,0,3
1590816780,3,-1,0,adr_tv,联通,2,3
1590816780,3,4000,0,adr,移动,8,214
1590816780,15,500,1,ios,联通,8,206
1590816780,7,2000,1,pc_exe,联通,2,77
1590816780,6,8000,0,ios,海外,0,3
1590816780,3,500,0,ios,移动,15,136
1590816780,7,2000,1,adr,教育网,1,102
1590816780,5,8000,0,ios,海外,0,2
1590816780,6,4000,0,adr,小运营商,1,47
1590816780,15,4000,0,webh5,电信,0,19
1590816780,8,500,1,adr,海外,1,28
1590816780,8,4000,1,adr,教育网,1,35
1590816780,13,4000,0,adr_tv,移动,0,15
1590816780,3,2000,0,webh5,电信,0,488
1590816780,7,4000,1,pc_exe,教育网,0,21
1590816780,5,8000,1,ipad,教育网,0,3
1590816780,8,4000,1,webh5,移动,8,3023
1590816780,3,8000,1,pc_exe,小运营商,0,40
1590816780,7,8000,0,ios,联通,1,25
1590816780,5,0,1,ios,移动,8,130
1590816780,7,2000,1,adr,联通,214,10087
1590816780,7,500,0,adr,小运营商,0,9
1590816780,3,2000,0,ipad,教育网,0,6
1590816780,5,500,1,pc_exe,电信,2,6
1590816780,8,2000,0,ios,电信,7,93
1590816780,13,8000,1,adr,联通,0,31
1590816780,8,4000,1,adr,海外,1,37
1590816780,15,4000,1,ios,联通,8,145
1590816780,7,0,1,ios,小运营商,1,24
1590816780,5,2000,0,adr_tv,移动,9,93
1590816780,5,4000,1,pc_exe,移动,0,35
1590816780,8,2000,1,pc_exe,电信,5,54
1590816780,13,4000,0,webh5,海外,0,11
1590816780,3,500,0,ios,联通,7,216
1590816780,8,4000,0,adr,电信,17,228
1590816780,7,2000,0,ipad,海外,0,3
1590816780,7,500,0,ios,电信,5,75
1590816780,8,0,0,adr,联通,3,33
1590816780,3,500,1,webh5,小运营商,0,64
1590816780,15,4000,0,adr,小运营商,0,3
1590816780,13,8000,1,webh5,移动,0,41
1590816780,8,500,1,pc_exe,联通,1,3
1590816780,7,2000,1,adr,海外,23,207
1590816780,7,4000,1,pc_exe,电信,61,1865
1590816780,7,2000,1,ipad,联通,27,1960
1590816780,3,500,1,ipad,联通,1,40
1590816780,8,500,1,ipad,电信,1,39
1590816780,6,500,1,webh5,未知,1,3
1590816780,7,4000,0,pc_exe,教育网,2,55
1590816780,6,500,1,pc_exe,电信,5,27
1590816780,7,8000,0,ipad,电信,0,9
1590816780,5,8000,1,webh5,电信,3,321
1590816780,15,2000,1,adr,移动,22,852
1590816780,7,8000,1,webh5,联通,1,1457
1590816780,7,4000,1,adr,移动,325,18082
1590816780,3,0,0,adr_tv,联通,2,423
1590816780,3,2000,1,ios,海外,6,319
1590816780,6,0,0,adr_tv,小运营商,0,58
1590816780,7,4000,0,pc_exe,小运营商,1,391
1590816780,7,2000,0,pc_exe,小运营商,2,75
1590816780,8,500,1,ios,电信,35,632
1590816780,7,4000,1,adr,联通,131,10029
1590816780,7,0,0,adr,海外,0,3
1590816780,7,8000,0,adr_tv,电信,0,54
1590816780,7,2000,1,adr,小运营商,46,1299
1590816780,13,0,0,adr_tv,联通,0,9
1590816780,5,4000,1,ios,未知,0,4
1590816780,3,500,1,webh5,移动,2,203
1590816780,6,500,1,adr,教育网,0,19
1590816780,13,500,1,pc_exe,移动,0,5
1590816780,5,4000,0,webh5,海外,0,5
1590816780,7,500,0,adr,联通,3,209
1590816780,3,4000,0,adr,联通,8,251
1590816780,13,4000,0,adr,移动,0,11
1590816780,15,4000,1,adr,电信,12,781
1590816780,6,2000,0,pc_exe,教育网,0,6
1590816780,15,500,0,adr,联通,0,52
1590816780,15,4000,0,pc_exe,海外,0,10
1590816780,15,500,1,ipad,联通,2,28
1590816780,15,500,0,adr,电信,3,34
1590816780,8,2000,1,adr,联通,40,2763
1590816780,15,2000,1,ios,海外,3,57
1590816780,3,8000,0,web,小运营商,0,12
1590816780,6,0,1,ios,未知,0,3
1590816780,8,4000,0,adr_tv,联通,2,99
1590816780,3,4000,0,webh5,小运营商,2,25
1590816780,8,2000,1,adr,电信,97,5498
1590816780,6,8000,1,webh5,小运营商,0,150
1590816780,7,8000,1,webh5,小运营商,0,191
1590816780,13,8000,0,webh5,电信,1,6
1590816780,13,4000,1,pc_exe,移动,2,11
1590816780,3,2000,0,ipad,移动,0,12
1590816780,8,500,0,webh5,小运营商,0,2
1590816780,13,8000,1,adr,小运营商,0,3
1590816780,15,4000,1,adr,移动,17,515
1590816780,7,2000,0,ipad,小运营商,0,6
1590816780,7,500,0,adr,移动,20,391
1590816780,8,4000,1,webh5,教育网,0,73
1590816780,7,4000,1,ipad,小运营商,2,62
1590816780,3,500,0,ios,小运营商,0,3
1590816780,8,2000,0,webh5,小运营商,0,32
1590816780,5,2000,1,ipad,教育网,0,21
1590816780,13,2000,0,web,电信,0,9
1590816780,5,0,0,adr_tv,小运营商,0,18
1590816780,8,500,1,webh5,电信,1,564
1590816780,7,8000,1,adr,教育网,0,12
1590816780,13,2000,1,ipad,教育网,0,3
1590816780,6,8000,1,ipad,联通,8,623
1590816780,7,4000,1,adr,电信,305,22930
1590816780,5,8000,1,ipad,移动,4,150
1590816780,3,0,1,ios,海外,0,12
1590816780,4,0,1,adr,联通,1,3
1590816780,255,500,1,ios,联通,1,8
1590816780,5,8000,0,webh5,小运营商,0,2
1590816780,6,8000,0,adr,移动,0,4
1590816780,6,8000,1,pc_exe,海外,0,2
1590816780,3,500,1,adr,阿里云,0,3
1590816780,6,0,0,adr,联通,1,110
1590816780,15,0,1,ios,小运营商,1,15
1590816780,8,4000,1,adr,小运营商,1,314
1590816780,15,0,1,ios,联通,3,22
1590816780,8,2000,0,ipad,联通,0,11
1590816780,15,2000,1,adr,小运营商,2,114
1590816780,13,500,0,pc_exe,海外,0,2
1590816780,7,0,0,adr_tv,未知,0,3
1590816780,6,4000,0,web,海外,0,3
1590816780,6,2000,0,pc_exe,海外,4,47
1590816780,3,0,0,ios,联通,0,13
1590816780,3,4000,1,adr,小运营商,8,614
1590816780,15,8000,1,webh5,小运营商,0,14
1590816780,3,500,1,ipad,移动,8,81
