min,cdn,bitrate,p2p,device,isp,value,cnt
1590838260,3,2000,1,ipad,小运营商,0,2
1590838260,3,500,1,adr,小运营商,0,15
1590838260,3,500,0,adr,移动,1,6
1590838260,3,2000,1,ios,海外,0,2
1590838260,5,2000,0,adr_tv,移动,0,3
1590838260,3,2000,0,webh5,移动,1,28
1590838260,3,2000,1,webh5,移动,0,255
1590838260,5,2000,0,ios,联通,0,7
1590838260,5,3000,1,adr,移动,0,19
1590838260,5,2000,1,ios,联通,0,5
1590838260,5,2000,1,pc_exe,联通,0,6
1590838260,3,0,1,ipad,电信,0,2
1590838260,3,2000,0,pc_exe,电信,3,145
1590838260,3,500,1,webh5,联通,0,29
1590838260,5,3000,1,adr,联通,2,9
1590838260,5,2000,1,adr,电信,3,42
1590838260,3,3000,0,webh5,海外,0,3
1590838260,3,3000,0,adr_tv,联通,0,5
1590838260,5,2000,1,webh5,电信,0,7
1590838260,3,3000,1,ipad,电信,1,16
1590838260,5,2000,0,pc_exe,移动,0,6
1590838260,5,0,0,adr,移动,0,2
1590838260,3,2000,0,adr,小运营商,0,2
1590838260,3,3000,0,web,联通,0,3
1590838260,3,3000,1,webh5,电信,1,171
1590838260,5,500,0,adr,电信,0,3
1590838260,6,3000,1,ipad,电信,0,1
1590838260,5,2000,0,webh5,电信,0,35
1590838260,3,2000,0,adr,移动,0,6
1590838260,3,2000,0,webh5,联通,0,19
1590838260,3,0,0,adr_tv,联通,2,27
1590838260,3,3000,1,ios,联通,0,21
1590838260,5,-1,0,adr_tv,移动,0,1
1590838260,5,500,1,webh5,电信,0,3
1590838260,5,2000,1,ipad,电信,0,3
1590838260,5,3000,1,webh5,联通,0,5
1590838260,3,500,1,adr,联通,0,32
1590838260,3,3000,0,pc_exe,移动,0,47
1590838260,5,3000,1,ios,电信,0,4
1590838260,5,2000,0,webh5,联通,0,25
1590838260,5,3000,1,ios,小运营商,0,1
1590838260,5,2000,1,ipad,联通,0,3
1590838260,3,500,1,ios,移动,2,15
1590838260,3,500,0,pc_exe,联通,0,1
1590838260,3,2000,1,pc_exe,移动,3,51
1590838260,5,2000,1,ios,电信,0,20
1590838260,5,3000,1,ios,移动,0,1
1590838260,3,0,0,webh5,联通,0,7
1590838260,3,0,1,ipad,联通,0,1
1590838260,5,3000,0,pc_exe,联通,0,6
1590838260,5,2000,1,ipad,移动,0,7
1590838260,5,2000,0,adr,联通,2,34
1590838260,3,500,0,ipad,电信,0,1
1590838260,5,2000,0,adr_tv,电信,0,1
1590838260,3,500,0,pc_exe,电信,0,2
1590838260,3,500,1,adr,电信,2,64
1590838260,3,2000,1,webh5,海外,0,9
1590838260,3,500,0,adr_tv,电信,0,1
1590838260,3,0,0,webh5,电信,0,2
1590838260,3,3000,0,web,移动,0,4
1590838260,3,2000,0,web,电信,0,6
1590838260,3,3000,0,pc_exe,小运营商,0,4
1590838260,5,3000,1,adr,电信,0,19
1590838260,3,3000,1,webh5,移动,0,18
1590838260,5,2000,1,adr,移动,0,45
1590838260,3,3000,1,adr,海外,0,6
1590838260,3,2000,1,pc_exe,电信,7,135
1590838260,5,3000,0,ios,联通,0,3
1590838260,3,0,0,adr_tv,电信,7,79
1590838260,3,500,0,webh5,电信,0,5
